SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Turbidity (NTU),Temperature (ºC),Total Solids (mg/L)
7701,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-04-1995 08:00,353,Clear,odour free,"",29.5,0
7702,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-05-1995 08:00,528,Clear,odour free,"",29.5,0
7703,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-06-1995 08:10,723,Clear,odour free,"","",0
7704,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-06-1995 08:00,422,Clear,odour free,"",31.5,0
7705,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-07-1995 08:00,654,Clear,odour free,"","",0
7706,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,03-07-1995 08:00,422,Clear,odour free,"",31.2,0
7707,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-08-1995 08:00,295,Clear,odour free,"",29.5,0
7708,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-09-1995 08:00,348,Clear,odour free,"",29.5,0
7709,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,04-10-1995 08:00,253,Clear,odour free,"",28.5,0
7710,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-11-1995 08:00,749,Clear,odour free,"","",0
7711,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-11-1995 08:30,317,Clear,odour free,"",29.7,0
7712,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-12-1995 08:00,739,Clear,odour free,"","",0
7713,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-12-1995 08:30,321,Clear,odour free,"",29.5,0
7714,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-01-1996 08:00,803,Clear,odour free,"","",0
7715,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-01-1996 08:30,450,Clear,odour free,"",25.8,0
7716,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-02-1996 08:00,749,Clear,odour free,"","",0
7717,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,03-02-1996 09:00,300,Clear,odour free,"",26.5,0
7718,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-03-1996 08:00,643,Clear,odour free,"","",0
7719,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-03-1996 09:15,310,Clear,odour free,"",28.5,0
7720,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-04-1996 08:00,770,Clear,odour free,"","",0
7721,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-04-1996 09:20,451,Clear,odour free,"",30.3,0
7722,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-05-1996 08:00,781,Clear,odour free,"","",0
7723,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-05-1996 09:00,475,Clear,odour free,"",28.5,0
7724,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-06-1996 08:00,760,Clear,odour free,"","",0
7725,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-06-1996 09:10,496,Clear,odour free,"",29.2,0
7726,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-07-1996 08:00,710,Clear,odour free,"","",0
7727,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-07-1996 09:00,496,Clear,odour free,"",27.9,0
7728,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-08-1996 01:00,293,Clear,odour free,"",29.3,0
7729,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-08-1996 12:15,849,Clear,odour free,"","",0
7730,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-09-1996 07:30,707,Clear,odour free,"","",0
7731,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-09-1996 10:00,215,Clear,odour free,"",28.7,0
7732,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-10-1996 07:30,692,Clear,odour free,"","",0
7733,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,04-10-1996 09:30,358,Clear,odour free,"","",0
7734,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-11-1996 07:30,707,Clear,odour free,"","",0
7735,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-11-1996 09:45,360,Clear,odour free,"",28.3,0
7736,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-12-1996 07:30,786,Clear,odour free,"","",0
7737,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-12-1996 09:00,410,Clear,odour free,"",29.5,0
7738,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-01-1997 07:30,709,Clear,odour free,"","",0
7739,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-01-1997 09:00,380,Clear,odour free,"",27.2,0
7740,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-02-1997 07:30,692,Clear,odour free,"","",0
7741,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,17-02-1997 09:30,549,Clear,odour free,"",30,0
7742,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-03-1997 07:30,692,Clear,odour free,"","",0
7743,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-03-1997 09:30,583,Clear,odour free,"",29,0
7744,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-04-1997 07:30,671,Clear,odour free,"","",0
7745,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-04-1997 08:00,441,Clear,odour free,"","",0
7746,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-05-1997 07:30,747,Clear,odour free,"","",0
7747,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-05-1997 08:00,382,Clear,odour free,"",28.8,0
7748,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,04-06-1997 09:00,485,Clear,odour free,"",29,0
7749,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-07-1997 07:30,624,Clear,odour free,"",30,0
7750,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-07-1997 09:00,362,Clear,odour free,"",30.5,0
7751,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-08-1997 07:30,674,Clear,odour free,"",31,0
7752,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-08-1997 09:00,362,Clear,odour free,"",30.4,0
7753,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-09-1997 07:30,375,Clear,odour free,"",30,0
7754,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-09-1997 09:00,194,Clear,odour free,"",29.2,0
7755,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-10-1997 07:30,614,Clear,odour free,"",30,0
7756,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-10-1997 09:00,233,Clear,odour free,"",26.3,0
7757,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-11-1997 08:00,405,Clear,odour free,"",32,0
7758,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-12-1997 07:30,791,Clear,odour free,"",30,0
7759,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-12-1997 08:45,526,Clear,odour free,"",29.5,0
7760,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-01-1998 08:00,476,Clear,odour free,"","",0
7761,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-02-1998 08:00,428,Clear,odour free,"","",0
7762,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-03-1998 08:00,467,Clear,odour free,"","",0
7763,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-04-1998 08:00,375,Clear,odour free,"",30,0
7764,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-05-1998 08:00,471,Clear,odour free,"",30.5,0
7765,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-06-1998 08:00,375,Clear,odour free,"",28.5,0
7766,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-07-1998 08:00,412,Clear,odour free,"","",0
7767,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-08-1998 08:00,384,Clear,odour free,"",29,0
7768,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-09-1998 08:00,301,Clear,odour free,"",28.5,0
7769,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-10-1998 08:00,380,Clear,odour free,"","",0
7770,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-11-1998 08:00,382,Clear,odour free,"","",0
7771,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-12-1998 09:00,365,Clear,odour free,"",27.5,0
7772,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-01-1999 09:00,445,Clear,odour free,"",28.3,0
7773,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-06-1999 08:15,445,Clear,odour free,"",29,""
7774,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-08-1999 09:00,485,Clear,odour free,"",29.5,""
7775,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-09-1999 08:45,181,Clear,odour free,"",28.5,""
7776,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-11-1999 08:15,475,Clear,odour free,"",27.8,""
7777,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-12-1999 09:15,418,Clear,odour free,"",27.3,""
7778,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-01-2000 09:15,465,Clear,odour free,"",28.3,""
7779,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-02-2000 09:00,465,Clear,odour free,"",25.7,""
7780,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-06-2000 08:35,475,Clear,odour free,"",28,""
7781,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-07-2000 09:10,465,Clear,odour free,"",28.3,""
7782,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-08-2000 09:00,298,Clear,odour free,"",28.3,""
7783,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-09-2000 09:00,311,Clear,odour free,"",28.7,""
7784,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,03-10-2000 09:05,355,Clear,odour free,"",27.3,""
7785,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-11-2000 08:50,368,Clear,odour free,"",27,""
7786,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-12-2000 08:50,398,Clear,odour free,"",25,""
7787,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-01-2001 09:00,490,Clear,odour free,"",25,""
7788,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-06-2001 08:15,472,Clear,odour free,"",26.5,""
7789,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-07-2001 08:30,425,Clear,odour free,"",26.8,""
7790,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-08-2001 08:35,290,Clear,odour free,"",26.3,""
7791,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-09-2001 08:50,286,Clear,odour free,"",25.8,""
7792,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-10-2001 08:40,462,Light Brown,odour free,"",25.3,""
7793,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-11-2001 08:50,925,Clear,odour free,"",25.8,""
7794,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-12-2001 08:30,146,Clear,odour free,"",25.2,""
7795,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-01-2002 08:45,476,Clear,odour free,"",25.2,0
7796,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-02-2002 08:30,412,Clear,odour free,"",25.5,""
7797,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-03-2002 08:30,419,Clear,odour free,"",26.3,""
7798,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-05-2002 10:00,486,Clear,odour free,"",26.2,""
7799,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-08-2002 09:30,474,Clear,odour free,"",26.7,""
7800,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-09-2002 09:30,380,Clear,odour free,"",26.2,""
7801,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-10-2002 09:40,347,Clear,odour free,"",28.5,""
7802,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,16-10-2002 09:30,290,Clear,odour free,"",27,""
7803,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-11-2002 09:15,375,Clear,odour free,"",26.5,""
7804,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,15-11-2002 09:15,402,Clear,odour free,"",27.5,""
7805,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-12-2002 09:30,374,Clear,odour free,"",26.2,""
7806,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,16-12-2002 09:30,428,Clear,odour free,"","",""
7807,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-02-2003 08:30,463,Clear,odour free,"",27,""
7808,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-08-2003 09:45,680,Clear,odour free,"",25.3,""
7809,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-09-2003 09:20,456,Clear,odour free,"",26.3,""
7810,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-10-2003 09:00,325,Clear,odour free,"",26.5,""
7811,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-11-2003 08:45,411,Clear,odour free,"",26.2,""
7812,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-01-2004 08:30,393,Clear,odour free,"",26.8,""
7813,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-07-2004 09:30,810,Clear,odour free,"",26.8,""
7814,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,02-08-2004 10:00,323,Clear,odour free,"",26.3,""
7815,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,16-08-2004 08:45,299,Clear,odour free,"",27.5,""
7816,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-09-2004 10:00,265,Clear,odour free,"",26.8,""
7817,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,15-10-2004 09:00,308,Clear,odour free,"",26,""
7818,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-12-2004 09:00,418,Clear,odour free,"",25.8,""
7819,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,15-12-2004 09:30,407,Clear,odour free,"","",""
7820,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-01-2005 09:30,438,Clear,odour free,"",23.8,""
7821,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,15-01-2005 09:30,384,Clear,odour free,"",23.5,""
7822,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-04-2005 09:30,457,Clear,odour free,"",25.5,""
7823,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,15-07-2005 16:15,306,Clear,odour free,"",27,""
7824,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-08-2005 09:00,358,Clear,odour free,"",25.3,""
7825,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,16-08-2005 09:00,181,Clear,odour free,"",26.5,""
7826,URACHIKOTTAI,CWC,33,Tamil Nadu,573,Erode,BHAVANI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,11.47777778,77.70000000,01-09-2005 09:15,188,Clear,odour free,"",27.8,""
